Row_ID,Order_ID,Customer_ID,Product_ID,Delivery_ID,Sales
3021,US-2015-159618,DB-12970,OFF-AR-10003183,201,"2,672"
3022,CA-2016-112522,DP-13165,OFF-AR-10003183,3022,"8,016"
3023,CA-2018-133102,ED-13885,OFF-AR-10003183,436,"8,016"
3024,CA-2016-157343,HD-14785,OFF-AR-10003183,3024,"8,016"
3025,CA-2017-113390,EP-13915,OFF-AR-10003183,2744,"5,344"
3026,CA-2015-151995,ZC-21910,OFF-AR-10003190,1939,"11,52"
3027,CA-2016-126557,RL-19615,OFF-AR-10003190,742,"6,912"
3028,CA-2015-117464,NP-18325,OFF-AR-10003190,236,"11,52"
3029,CA-2015-138737,FP-14320,OFF-AR-10003190,3029,"8,64"
3030,CA-2016-159590,KC-16255,OFF-AR-10003190,3030,"5,76"
3031,CA-2017-101329,MM-17920,OFF-AR-10003190,2615,"2,88"
3032,CA-2017-163398,CB-12415,OFF-AR-10003217,2319,"27,384"
3033,CA-2016-121552,FW-14395,OFF-AR-10003217,3033,"19,56"
3034,US-2017-132857,CA-12775,OFF-AR-10003251,3034,"6,672"
3035,CA-2016-103723,BT-11305,OFF-AR-10003251,3035,"13,9"
3036,CA-2016-155306,GA-14515,OFF-AR-10003251,2354,"5,56"
3037,CA-2018-161067,KB-16405,OFF-AR-10003251,765,"5,56"
3038,CA-2018-156391,SL-20155,OFF-AR-10003251,3038,"2,224"
3039,CA-2018-103065,PT-19090,OFF-AR-10003251,867,"4,448"
3040,CA-2015-113271,DS-13030,OFF-AR-10003251,183,"5,56"
3041,CA-2018-155047,SE-20110,OFF-AR-10003338,3041,"5,952"
3042,CA-2018-126438,AR-10345,OFF-AR-10003338,3042,"14,88"
3043,CA-2018-157966,SU-20665,OFF-AR-10003338,625,"29,76"
3044,US-2018-133361,AJ-10780,OFF-AR-10003338,587,"37,2"
3045,CA-2017-157161,JD-15895,OFF-AR-10003338,3045,"22,32"
3046,CA-2017-103709,LP-17095,OFF-AR-10003338,3046,"14,88"
3047,CA-2015-128237,CA-12265,OFF-AR-10003338,2542,"14,88"
3048,CA-2015-164259,SP-20860,OFF-AR-10003373,3048,"99,136"
3049,CA-2016-119291,JO-15550,OFF-AR-10003373,2683,"198,272"
3050,CA-2017-113747,VD-21670,OFF-AR-10003373,3050,"185,88"
3051,CA-2018-158876,AB-10150,OFF-AR-10003373,1218,"99,136"
3052,CA-2018-168228,AP-10915,OFF-AR-10003373,2585,"123,92"
3053,CA-2017-145548,EB-13750,OFF-AR-10003373,643,"92,94"
3054,US-2016-163433,MP-17965,OFF-AR-10003373,243,"74,352"
3055,CA-2017-127250,SF-20200,OFF-AR-10003394,3055,"8,82"
3056,CA-2017-152170,FH-14275,OFF-AR-10003394,2312,"20,58"
3057,CA-2015-133543,KM-16660,OFF-AR-10003394,3057,"11,76"
3058,CA-2018-105130,PJ-18835,OFF-AR-10003394,3058,"11,76"
3059,CA-2017-103128,SC-20845,OFF-AR-10003394,3059,"14,112"
3060,CA-2015-165974,DL-12865,OFF-AR-10003405,3060,"32,76"
3061,US-2016-103471,JR-15670,OFF-AR-10003405,100,"14,04"
3062,CA-2017-128531,NS-18505,OFF-AR-10003405,3062,"14,04"
3063,CA-2018-116498,KA-16525,OFF-AR-10003405,3063,"35,1"
3064,CA-2015-151953,DB-13555,OFF-AR-10003469,3064,"2,816"
3065,CA-2015-122931,SM-20950,OFF-AR-10003469,2019,"4,224"
3066,US-2018-163790,NL-18310,OFF-AR-10003469,1327,"8,8"
3067,CA-2017-131205,AA-10645,OFF-AR-10003469,1445,"5,28"
3068,CA-2018-118724,AR-10825,OFF-AR-10003469,3068,"3,52"
3069,US-2015-112949,Co-12640,OFF-AR-10003469,2173,"3,52"
3070,CA-2015-146815,PP-18955,OFF-AR-10003469,739,"3,52"
3071,CA-2017-120824,AW-10930,OFF-AR-10003469,247,"11,264"
3072,US-2017-165505,CB-12535,OFF-AR-10003477,3072,"8,04"
3073,CA-2015-155208,SP-20650,OFF-AR-10003478,3073,"39,072"
3074,CA-2018-126074,RF-19735,OFF-AR-10003478,1476,"56,98"
3075,CA-2018-121888,CL-11890,OFF-AR-10003478,89,"16,28"
3076,CA-2015-141817,MB-18085,OFF-AR-10003478,3076,"19,536"
3077,US-2015-129609,VM-21835,OFF-AR-10003478,3077,"16,28"
3078,CA-2015-164469,GK-14620,OFF-AR-10003478,2599,"71,632"
3079,CA-2017-120257,PW-19240,OFF-AR-10003481,3079,"7,872"
3080,CA-2018-140298,JK-16120,OFF-AR-10003481,1219,"5,248"
3081,US-2017-132577,JE-15475,OFF-AR-10003481,3081,"23,616"
3082,CA-2018-152499,EH-13765,OFF-AR-10003481,3082,"7,872"
3083,CA-2015-127866,JD-15895,OFF-AR-10003481,3083,"13,12"
3084,US-2016-163433,MP-17965,OFF-AR-10003481,243,"7,872"
3085,CA-2018-165029,AH-10075,OFF-AR-10003504,3085,"12,84"
3086,CA-2018-160934,TT-21460,OFF-AR-10003504,3086,"21,4"
3087,US-2018-106796,JP-16135,OFF-AR-10003504,3087,"10,272"
3088,CA-2015-116785,MH-17290,OFF-AR-10003504,3088,"21,4"
3089,CA-2016-136224,ML-18265,OFF-AR-10003504,3089,"10,272"
3090,CA-2016-113131,MB-17305,OFF-AR-10003504,3090,"17,12"
3091,CA-2018-124261,JE-15715,OFF-AR-10003504,3091,"34,24"
3092,CA-2016-102281,MP-17470,OFF-AR-10003514,87,"19,9"
3093,CA-2018-124828,YS-21880,OFF-AR-10003514,3093,"9,552"
3094,CA-2018-100384,NH-18610,OFF-AR-10003514,2889,"35,82"
3095,CA-2018-123491,JK-15205,OFF-AR-10003514,569,"19,9"
3096,CA-2015-104780,BT-11530,OFF-AR-10003514,3096,"31,84"
3097,CA-2017-119963,SN-20710,OFF-AR-10003514,652,"6,368"
3098,CA-2015-157147,BD-11605,OFF-AR-10003514,119,"19,9"
3099,CA-2017-159765,TH-21100,OFF-AR-10003514,3099,"27,86"
3100,CA-2015-155852,AJ-10945,OFF-AR-10003560,3100,"19,456"
3101,CA-2018-144932,AB-10165,OFF-AR-10003560,2745,"14,592"
3102,CA-2018-101210,DW-13540,OFF-AR-10003560,3102,"9,728"
3103,CA-2018-138464,VF-21715,OFF-AR-10003560,1411,"18,24"
3104,CA-2017-106950,JE-15715,OFF-AR-10003560,1860,"19,456"
3105,CA-2015-156545,JS-16030,OFF-AR-10003560,3105,"19,456"
3106,US-2016-123960,BD-11605,OFF-AR-10003582,1692,"56,3"
3107,CA-2015-165309,KD-16270,OFF-AR-10003582,3107,"67,56"
3108,CA-2016-154340,EK-13795,OFF-AR-10003582,3108,"56,3"
3109,CA-2017-101336,CK-12760,OFF-AR-10003582,3109,"140,75"
3110,US-2018-136679,XP-21865,OFF-AR-10003582,3110,"45,04"
3111,CA-2016-125066,KD-16495,OFF-AR-10003582,1537,"56,3"
3112,CA-2016-115693,FC-14245,OFF-AR-10003582,3112,"56,3"
3113,CA-2016-142937,SF-20065,OFF-AR-10003582,3113,"45,04"
3114,CA-2018-136826,CB-12535,OFF-AR-10003602,3114,"14,016"
3115,US-2018-118087,SP-20620,OFF-AR-10003602,797,"4,672"
3116,CA-2018-117023,JW-15955,OFF-AR-10003602,3116,"11,68"
3117,CA-2016-167745,GB-14530,OFF-AR-10003602,1119,"11,68"
3118,US-2018-169320,LH-16900,OFF-AR-10003602,3118,"11,68"
3119,CA-2018-121790,LP-17095,OFF-AR-10003602,1972,"9,344"
3120,CA-2016-122168,HG-14965,OFF-AR-10003602,2880,"17,52"
3121,CA-2015-114643,FM-14215,OFF-AR-10003631,3121,"14,52"
3122,CA-2018-144589,TM-21010,OFF-AR-10003631,3122,"24,2"
3123,CA-2017-116918,JK-15205,OFF-AR-10003631,3123,"30,976"
3124,CA-2015-154165,DL-13315,OFF-AR-10003631,3124,"54,208"
3125,CA-2015-130960,KB-16600,OFF-AR-10003651,3125,"9,84"
3126,CA-2015-164910,DM-13345,OFF-AR-10003651,3126,"7,872"
3127,CA-2015-166457,PF-19120,OFF-AR-10003651,3127,"6,56"
3128,CA-2018-131632,AH-10120,OFF-AR-10003651,3128,"5,248"
3129,CA-2018-163209,MK-18160,OFF-AR-10003651,3129,"22,96"
3130,CA-2018-130106,VF-21715,OFF-AR-10003651,3130,"9,84"
3131,CA-2017-101938,DW-13480,OFF-AR-10003696,3131,"34,58"
3132,US-2018-158526,KH-16360,OFF-AR-10003696,369,"34,58"
3133,CA-2016-133585,CM-12715,OFF-AR-10003696,56,"55,328"
3134,CA-2015-157623,DK-13225,OFF-AR-10003723,3134,"3,38"
3135,CA-2016-119508,TZ-21580,OFF-AR-10003723,1654,"16,9"
3136,CA-2017-154053,MG-17890,OFF-AR-10003727,3136,"16,99"
3137,CA-2017-109743,SH-19975,OFF-AR-10003727,3137,"40,776"
3138,CA-2018-141117,JK-16090,OFF-AR-10003727,66,"95,144"
3139,CA-2018-104731,AM-10705,OFF-AR-10003727,144,"101,94"
3140,CA-2018-144904,KW-16435,OFF-AR-10003732,306,"5,56"
3141,CA-2016-144652,SN-20560,OFF-AR-10003732,3141,"19,46"
3142,CA-2018-107293,CS-12400,OFF-AR-10003732,3142,"2,78"
3143,CA-2016-142237,CK-12595,OFF-AR-10003732,659,"11,12"
3144,CA-2017-156573,RB-19360,OFF-AR-10003732,1033,"4,448"
3145,CA-2017-139395,MG-17650,OFF-AR-10003732,1511,"13,9"
3146,CA-2015-158442,AZ-10750,OFF-AR-10003732,3146,"4,448"
3147,CA-2016-150749,AS-10240,OFF-AR-10003732,3147,"5,56"
3148,CA-2016-116260,BF-10975,OFF-AR-10003732,3148,"11,12"
3149,CA-2017-152730,EM-14140,OFF-AR-10003732,1026,"5,56"
3150,CA-2018-130106,VF-21715,OFF-AR-10003732,3130,"2,78"
3151,CA-2015-133851,CM-12445,OFF-AR-10003752,3151,"23,1"
3152,CA-2015-119375,YC-21895,OFF-AR-10003752,1294,"57,75"
3153,CA-2016-155600,RO-19780,OFF-AR-10003752,3153,"36,96"
3154,CA-2017-157364,LT-17110,OFF-AR-10003752,3154,"18,48"
3155,CA-2018-148145,SW-20275,OFF-AR-10003752,3155,"46,2"
3156,CA-2017-160395,KL-16555,OFF-AR-10003759,3156,"3,64"
3157,CA-2018-152485,JD-15790,OFF-AR-10003759,2840,"10,192"
3158,CA-2018-109778,VM-21685,OFF-AR-10003759,3158,"2,912"
3159,CA-2018-112725,EH-14125,OFF-AR-10003759,325,"12,74"
3160,CA-2018-168641,KA-16525,OFF-AR-10003759,19,"16,38"
3161,CA-2016-109337,DL-13330,OFF-AR-10003759,2473,"10,92"
3162,CA-2017-143476,LC-16930,OFF-AR-10003759,3162,"2,912"
3163,CA-2017-113138,NP-18685,OFF-AR-10003770,3163,"17,28"
3164,US-2015-115413,PP-18955,OFF-AR-10003770,1142,"8,64"
3165,CA-2015-113929,CK-12205,OFF-AR-10003772,3165,35
3166,CA-2017-168893,AP-10915,OFF-AR-10003772,1372,"8,75"
3167,CA-2018-163405,BN-11515,OFF-AR-10003811,2710,"6,63"
3168,US-2015-147627,HL-15040,OFF-AR-10003811,474,"6,63"
3169,CA-2018-102099,EP-13915,OFF-AR-10003811,3169,"6,63"
3170,CA-2017-148684,TS-21655,OFF-AR-10003811,1474,"19,89"
3171,CA-2015-118339,BN-11515,OFF-AR-10003829,2181,"19,68"
3172,CA-2018-106852,ST-20530,OFF-AR-10003829,3172,"5,248"
3173,CA-2018-137498,LC-17050,OFF-AR-10003829,665,"6,56"
3174,US-2015-123519,SS-20875,OFF-AR-10003829,1929,"2,624"
3175,US-2017-112970,TB-21250,OFF-AR-10003829,3175,"9,84"
3176,CA-2018-104731,AM-10705,OFF-AR-10003829,144,"19,68"
3177,US-2016-129637,MC-18100,OFF-AR-10003829,1020,"13,12"
3178,CA-2017-133613,CP-12340,OFF-AR-10003829,3178,"9,84"
3179,CA-2015-128237,CA-12265,OFF-AR-10003829,2542,"6,56"
3180,CA-2016-145352,CM-12385,OFF-AR-10003856,2778,"8,34"
3181,US-2017-146570,SN-20710,OFF-AR-10003856,3181,"8,34"
3182,CA-2018-103380,BF-11005,OFF-AR-10003856,2235,"5,56"
3183,CA-2018-126067,KN-16705,OFF-AR-10003856,1779,"5,56"
3184,CA-2018-118017,LC-16870,OFF-AR-10003856,1605,"13,344"
3185,CA-2018-131254,NC-18415,OFF-AR-10003876,640,"13,04"
3186,CA-2015-156160,AS-10090,OFF-AR-10003876,822,"13,04"
3187,CA-2018-161970,PB-19105,OFF-AR-10003896,3187,"17,94"
3188,CA-2015-127012,GM-14680,OFF-AR-10003903,1495,"40,97"
3189,CA-2016-152611,KA-16525,OFF-AR-10003903,3189,"286,79"
3190,CA-2018-165715,BG-11035,OFF-AR-10003903,3190,"32,776"
3191,CA-2016-134117,PG-18895,OFF-AR-10003903,2842,"204,85"
3192,CA-2017-134474,AJ-10795,OFF-AR-10003958,3192,"5,248"
3193,CA-2018-144638,MH-18115,OFF-AR-10003958,1465,"5,248"
3194,CA-2017-101469,KH-16360,OFF-AR-10003986,3194,"7,7"
3195,CA-2015-108903,DO-13435,OFF-AR-10004010,3195,"55,984"
3196,US-2018-167402,CP-12085,OFF-AR-10004010,43,"209,94"
3197,CA-2018-140480,HE-14800,OFF-AR-10004010,1031,"174,95"
3198,CA-2015-160094,JM-16195,OFF-AR-10004010,3198,"174,95"
3199,CA-2018-100622,DK-13090,OFF-AR-10004010,3199,"55,984"
3200,CA-2017-148698,BD-11770,OFF-AR-10004022,3200,"86,352"
3201,CA-2017-140774,BE-11455,OFF-AR-10004022,3201,"107,94"
3202,CA-2016-161998,DB-13120,OFF-AR-10004022,1039,"172,704"
3203,CA-2018-102379,BB-11545,OFF-AR-10004022,821,"179,9"
3204,CA-2017-109666,KM-16720,OFF-AR-10004022,3204,"71,96"
3205,CA-2018-160633,BS-11380,OFF-AR-10004022,3205,"86,352"
3206,CA-2015-140004,CB-12025,OFF-AR-10004027,3206,"6,048"
3207,CA-2018-134306,TD-20995,OFF-AR-10004027,2724,"7,56"
3208,CA-2015-130428,TG-21640,OFF-AR-10004027,567,"4,032"
3209,US-2016-150630,TB-21520,OFF-AR-10004042,221,"86,304"
3210,CA-2016-138009,SF-20965,OFF-AR-10004042,790,"161,82"
3211,CA-2015-126522,LT-16765,OFF-AR-10004042,3211,"53,94"
3212,CA-2016-144806,GH-14425,OFF-AR-10004042,1267,"86,304"
3213,CA-2016-161830,ME-17725,OFF-AR-10004042,3213,"35,96"
3214,CA-2018-121048,TC-21295,OFF-AR-10004042,1391,"71,92"
3215,CA-2018-117023,JW-15955,OFF-AR-10004062,3116,"104,8"
3216,CA-2016-115945,AB-10165,OFF-AR-10004062,3216,"20,96"
3217,CA-2018-134152,RP-19855,OFF-AR-10004062,3217,"31,44"
3218,CA-2015-135405,MS-17830,OFF-AR-10004078,3218,"9,344"
3219,CA-2018-117870,JH-15820,OFF-AR-10004078,3219,"14,016"
3220,CA-2016-131884,DK-13375,OFF-AR-10004078,798,"37,376"
3221,CA-2016-124541,TT-21220,OFF-AR-10004078,3221,"42,048"
3222,CA-2017-167290,JF-15295,OFF-AR-10004078,3222,"11,68"
3223,CA-2018-132213,PN-18775,OFF-AR-10004078,2865,"42,048"
3224,CA-2017-145261,AH-10120,OFF-AR-10004078,1905,"18,688"
3225,CA-2017-158211,BP-11185,OFF-AR-10004078,3225,"4,672"
3226,US-2018-118941,BB-11545,OFF-AR-10004078,477,"17,52"
3227,CA-2018-163265,JS-16030,OFF-AR-10004078,702,"28,032"
3228,CA-2016-123092,JG-15115,OFF-AR-10004078,896,"9,344"
3229,CA-2017-132094,VG-21805,OFF-AR-10004165,3229,"5,472"
3230,US-2015-117968,RS-19420,OFF-AR-10004165,484,"4,56"
3231,CA-2015-110065,SP-20650,OFF-AR-10004165,3231,"15,96"
3232,CA-2018-157483,EP-13915,OFF-AR-10004260,3232,"181,86"
3233,CA-2018-122056,PG-18895,OFF-AR-10004260,3233,"181,86"
3234,US-2018-130687,PF-19225,OFF-AR-10004260,1608,"25,98"
3235,CA-2015-156594,MC-17845,OFF-AR-10004269,2791,"4,13"
3236,CA-2016-104941,DH-13075,OFF-AR-10004269,3236,"24,78"
3237,CA-2017-140130,HW-14935,OFF-AR-10004269,456,"12,39"
3238,CA-2017-163951,CJ-11875,OFF-AR-10004269,3238,"16,52"
3239,CA-2017-107104,MS-17365,OFF-AR-10004269,78,"37,17"
3240,CA-2016-164882,SG-20080,OFF-AR-10004272,73,"5,04"
3241,CA-2015-141838,DK-12835,OFF-AR-10004272,3241,"3,36"
3242,CA-2018-122105,CJ-12010,OFF-AR-10004344,3242,"95,92"
3243,CA-2018-135279,BS-11800,OFF-AR-10004344,3243,"35,97"
3244,CA-2018-164917,MK-17905,OFF-AR-10004344,3244,"47,96"
3245,CA-2018-163125,MB-17305,OFF-AR-10004344,409,"67,144"
3246,CA-2017-162355,PF-19165,OFF-AR-10004344,211,"35,97"
3247,CA-2015-156244,DH-13675,OFF-AR-10004344,2320,"47,96"
3248,CA-2015-139892,BM-11140,OFF-AR-10004441,720,"9,936"
3249,CA-2018-134404,DR-12880,OFF-AR-10004441,3249,"13,248"
3250,CA-2017-101385,JW-16075,OFF-AR-10004441,3250,"16,56"
3251,CA-2017-125815,DL-13330,OFF-AR-10004441,3251,"12,42"
3252,CA-2018-134418,GM-14500,OFF-AR-10004441,3252,"12,42"
3253,US-2018-131961,MJ-17740,OFF-AR-10004441,3253,"13,248"
3254,CA-2016-157028,MA-17995,OFF-AR-10004441,3254,"8,28"
3255,US-2017-115819,JO-15280,OFF-AR-10004456,2650,"73,2"
3256,CA-2015-167927,XP-21865,OFF-AR-10004456,1274,"43,92"
3257,CA-2018-115322,ZC-21910,OFF-AR-10004456,3257,"43,92"
3258,CA-2017-102498,JG-15160,OFF-AR-10004456,3258,"73,2"
3259,US-2015-114188,RF-19345,OFF-AR-10004511,855,"38,52"
3260,CA-2015-100895,SV-20785,OFF-AR-10004511,3260,"8,56"
3261,CA-2018-157987,AC-10615,OFF-AR-10004582,600,"4,92"
3262,CA-2015-123064,RA-19915,OFF-AR-10004582,3262,"5,248"
3263,CA-2018-139311,SF-20965,OFF-AR-10004582,3263,"9,184"
3264,CA-2018-117702,LS-16975,OFF-AR-10004582,955,"1,64"
3265,CA-2017-109666,KM-16720,OFF-AR-10004582,3204,"3,28"
3266,CA-2018-147144,MZ-17335,OFF-AR-10004587,3266,"19,83"
3267,CA-2016-129322,DB-13405,OFF-AR-10004587,2488,"39,66"
3268,US-2017-146570,SN-20710,OFF-AR-10004602,3181,"91,96"
3269,CA-2018-111556,CD-11920,OFF-AR-10004602,124,"68,97"
3270,CA-2015-150490,SS-20590,OFF-AR-10004602,3270,"45,98"
3271,CA-2016-139738,DK-12895,OFF-AR-10004602,3271,"128,744"
3272,CA-2016-129217,DP-13390,OFF-AR-10004602,2324,"36,784"
3273,CA-2017-106397,MJ-17740,OFF-AR-10004602,3273,"45,98"
3274,CA-2017-153836,EH-13765,OFF-AR-10004602,3274,"114,95"
3275,CA-2018-104220,BV-11245,OFF-AR-10004648,1335,"40,3"
3276,CA-2016-100454,BM-11650,OFF-AR-10004648,32,"60,45"
3277,CA-2016-165057,SC-20725,OFF-AR-10004648,3277,"181,35"
3278,CA-2016-152891,TB-21625,OFF-AR-10004648,1869,"60,45"
3279,CA-2015-140004,CB-12025,OFF-AR-10004685,3206,"7,408"
3280,CA-2017-157749,KL-16645,OFF-AR-10004685,952,"7,408"
3281,CA-2016-164833,LL-16840,OFF-AR-10004685,3281,"9,26"
3282,CA-2018-116358,KM-16225,OFF-AR-10004685,3282,"27,78"
3283,CA-2016-102016,TM-21010,OFF-AR-10004685,3283,"9,26"
3284,CA-2017-123176,JG-15160,OFF-AR-10004685,3284,"13,89"
3285,CA-2015-149104,RD-19900,OFF-AR-10004685,2971,"13,89"
3286,CA-2018-108441,SB-20170,OFF-AR-10004691,291,"64,14"
3287,CA-2016-151253,AZ-10750,OFF-AR-10004691,3287,"64,14"
3288,CA-2016-119480,CC-12685,OFF-AR-10004691,2190,"42,76"
3289,CA-2018-135111,CS-12400,OFF-AR-10004707,3289,"2,48"
3290,US-2015-144078,RB-19435,OFF-AR-10004707,486,"7,44"
3291,CA-2015-118976,MY-18295,OFF-AR-10004752,3291,"5,34"
3292,CA-2018-140242,ML-17755,OFF-AR-10004752,3292,"6,408"
3293,CA-2017-126732,LR-16915,OFF-AR-10004752,1182,"18,69"
3294,CA-2015-115973,NG-18430,OFF-AR-10004757,3294,"2,624"
3295,CA-2016-161263,TS-21160,OFF-AR-10004757,2311,"7,872"
3296,CA-2015-102988,GM-14695,OFF-AR-10004757,2551,"22,96"
3297,CA-2018-148012,KM-16225,OFF-AR-10004757,3297,"2,624"
3298,CA-2017-102792,JC-15340,OFF-AR-10004757,3298,"9,84"
3299,CA-2018-138464,VF-21715,OFF-AR-10004757,1411,"13,12"
3300,CA-2015-101560,CS-12250,OFF-AR-10004757,1522,"13,12"
3301,US-2018-161935,JL-15835,OFF-AR-10004757,1386,"13,12"
3302,CA-2016-128958,CR-12820,OFF-AR-10004757,3302,"13,12"
3303,CA-2016-122266,SA-20830,OFF-AR-10004757,1775,"2,624"
3304,CA-2015-122679,AB-10255,OFF-AR-10004757,3304,"19,68"
3305,CA-2018-121818,JH-15430,OFF-AR-10004790,2554,"28,728"
3306,CA-2016-124268,AD-10180,OFF-AR-10004817,3306,"15,48"
3307,CA-2018-144820,LW-16825,OFF-AR-10004817,3307,"20,64"
3308,CA-2017-146423,BT-11680,OFF-AR-10004817,3308,"15,48"
3309,CA-2017-109806,JS-15685,OFF-AR-10004930,3309,"20,1"
3310,CA-2015-121727,JK-15625,OFF-AR-10004930,3310,"10,72"
3311,CA-2016-156510,EH-13990,OFF-AR-10004930,3311,"6,7"
3312,CA-2018-148166,NK-18490,OFF-AR-10004956,3312,"17,856"
3313,US-2017-133879,KT-16465,OFF-AR-10004956,298,"13,392"
3314,CA-2018-102974,DP-13105,OFF-AR-10004956,2656,"16,74"
3315,CA-2017-166674,RB-19360,OFF-AR-10004974,2603,"9,84"
3316,CA-2017-137050,SW-20755,OFF-AR-10004999,206,"41,86"
3317,CA-2017-137736,DC-13285,OFF-AR-10004999,3317,"41,86"
3318,US-2016-147662,KB-16315,OFF-AR-10004999,3318,"14,352"
3319,CA-2017-116526,JA-15970,OFF-AR-10004999,2330,"11,96"
3320,CA-2016-123113,AT-10735,OFF-AR-10004999,2111,"17,94"
3321,CA-2015-109904,BF-10975,OFF-AR-10004999,3321,"17,94"
3322,CA-2018-129567,CL-12565,OFF-BI-10000014,3322,"17,456"
3323,CA-2017-164483,JF-15490,OFF-BI-10000014,3323,"17,456"
3324,CA-2017-163398,CB-12415,OFF-BI-10000014,2319,"2,182"
3325,CA-2018-155824,KS-16300,OFF-BI-10000014,2122,"13,092"
3326,US-2017-101616,CY-12745,OFF-BI-10000014,3326,"87,28"
3327,CA-2017-106950,JE-15715,OFF-BI-10000014,1860,"22,911"
3328,CA-2016-138457,AM-10705,OFF-BI-10000014,3328,"13,092"
3329,US-2018-110149,WB-21850,OFF-BI-10000014,1093,"3,273"
3330,US-2015-157021,KM-16720,OFF-BI-10000042,3330,"17,088"
3331,US-2017-139087,DK-13375,OFF-BI-10000042,1155,"12,816"
3332,CA-2016-102260,SJ-20125,OFF-BI-10000042,2723,"3,204"
3333,CA-2018-101798,MV-18190,OFF-BI-10000050,3333,"23,36"
3334,CA-2015-112158,DP-13165,OFF-BI-10000050,128,"46,72"
3335,US-2017-115819,JO-15280,OFF-BI-10000050,2650,"5,84"
3336,CA-2016-157770,RD-19585,OFF-BI-10000050,3336,"29,2"
3337,CA-2017-145303,TP-21415,OFF-BI-10000050,123,"13,14"
3338,CA-2017-151372,JH-15985,OFF-BI-10000050,3338,"11,68"
3339,CA-2015-105165,SZ-20035,OFF-BI-10000050,2029,"2,92"
3340,CA-2016-158421,GB-14575,OFF-BI-10000050,249,"14,6"
3341,CA-2015-117478,LH-16750,OFF-BI-10000050,3341,"6,57"
3342,US-2018-116505,TB-21625,OFF-BI-10000050,3342,"43,8"
3343,CA-2018-118731,LP-17080,OFF-BI-10000069,1442,"84,056"
3344,US-2018-118087,SP-20620,OFF-BI-10000069,797,"4,503"
3345,US-2017-150567,RP-19855,OFF-BI-10000069,3345,"27,018"
3346,CA-2015-138317,NW-18400,OFF-BI-10000069,946,"9,006"
3347,CA-2016-103135,SS-20515,OFF-BI-10000069,1097,"135,09"
3348,CA-2016-103135,SS-20515,OFF-BI-10000069,1097,"90,06"
3349,CA-2017-123358,BT-11680,OFF-BI-10000069,2535,"48,032"
3350,CA-2018-100580,MK-17905,OFF-BI-10000069,3350,"36,024"
3351,CA-2016-129112,AW-10840,OFF-BI-10000088,3351,"8,784"
3352,CA-2016-143077,SF-20965,OFF-BI-10000088,1466,"6,588"
3353,CA-2016-113110,BK-11260,OFF-BI-10000088,3353,"17,568"
3354,CA-2018-101042,AB-10105,OFF-BI-10000088,1688,"21,96"
3355,CA-2017-130484,SG-20470,OFF-BI-10000088,3355,"26,352"
3356,CA-2016-127173,GM-14500,OFF-BI-10000088,3356,"79,056"
3357,CA-2018-163874,NC-18535,OFF-BI-10000088,3357,"26,352"
3358,CA-2018-102659,LW-17215,OFF-BI-10000088,3358,"54,9"
3359,CA-2015-118339,BN-11515,OFF-BI-10000136,2181,"35,88"
3360,CA-2015-142727,HG-14845,OFF-BI-10000136,463,"17,94"
3361,US-2015-109456,LS-17245,OFF-BI-10000136,3361,"14,352"
3362,CA-2018-131954,DS-13030,OFF-BI-10000138,46,"18,72"
3363,CA-2017-155670,EM-14065,OFF-BI-10000138,3363,"11,232"
3364,CA-2018-123043,AH-10195,OFF-BI-10000138,3364,"3,744"
3365,US-2017-163258,PF-19225,OFF-BI-10000138,3365,"11,232"
3366,US-2017-119046,EH-13765,OFF-BI-10000138,3366,"11,232"
3367,US-2018-163657,JL-15235,OFF-BI-10000138,2059,"18,72"
3368,CA-2016-126970,TP-21130,OFF-BI-10000138,3368,"2,808"
3369,CA-2016-160059,TB-21190,OFF-BI-10000145,3369,"6,24"
3370,US-2018-168690,TS-21085,OFF-BI-10000145,3370,"2,808"
3371,CA-2018-130841,MH-17620,OFF-BI-10000145,3371,"9,984"
3372,US-2015-150119,LB-16795,OFF-BI-10000145,562,"7,488"
3373,CA-2018-131212,AB-10165,OFF-BI-10000145,3373,"14,976"
3374,CA-2017-139689,MP-17965,OFF-BI-10000145,3374,"2,808"
3375,US-2017-158309,PA-19060,OFF-BI-10000145,3375,"3,744"
3376,CA-2015-138709,MS-17770,OFF-BI-10000145,3376,"15,6"
3377,CA-2016-162761,SC-20575,OFF-BI-10000145,2798,"1,872"
3378,CA-2018-124744,EH-14125,OFF-BI-10000145,3378,"6,24"
3379,CA-2015-138359,KH-16330,OFF-BI-10000145,3379,"6,24"
3380,CA-2018-106691,CC-12370,OFF-BI-10000145,3380,"1,248"
3381,US-2017-158680,NZ-18565,OFF-BI-10000145,3381,"2,496"
3382,CA-2018-169859,MP-18175,OFF-BI-10000174,1748,"64,96"
3383,CA-2017-139010,MC-17635,OFF-BI-10000174,3383,"18,56"
3384,CA-2017-145982,TB-21055,OFF-BI-10000174,1822,29
3385,CA-2017-124814,FM-14215,OFF-BI-10000174,3385,"23,2"
3386,CA-2017-134936,ES-14080,OFF-BI-10000174,1802,"10,44"
3387,CA-2015-111773,JK-15625,OFF-BI-10000174,3387,"13,92"
3388,CA-2017-109666,KM-16720,OFF-BI-10000174,3204,"9,28"
3389,CA-2018-166093,RW-19540,OFF-BI-10000174,2178,"13,92"
3390,CA-2015-159310,SC-20725,OFF-BI-10000201,528,"1,476"
